[15:30:45] [User Authenticator #7/INFO]: UUID of player Pasta_Shock is 8cbc443f-3099-4b85-bd98-82849824c87c
[15:30:45] [Server thread/INFO]: Pasta_Shock[/192.168.2.7:61286] logged in with entity id 62502 at (-163.02046368562085, 63.0, 225.32326804236044)
[17:25:26] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 14635ms behind, skipping 292 tick(s)
[17:25:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2726ms behind, skipping 54 tick(s)
[17:25:48] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2887ms behind, skipping 57 tick(s)
[17:26:03] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2816ms behind, skipping 56 tick(s)
[17:26:21] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2784ms behind, skipping 55 tick(s)
[17:26:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2435ms behind, skipping 48 tick(s)
[17:26:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2101ms behind, skipping 42 tick(s)
[17:27:12] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3944ms behind, skipping 78 tick(s)
[17:27:28] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2622ms behind, skipping 52 tick(s)
[17:27:47] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4169ms behind, skipping 83 tick(s)
[17:28:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3066ms behind, skipping 61 tick(s)
[17:29:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2699ms behind, skipping 53 tick(s)
[17:30:06] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4524ms behind, skipping 90 tick(s)
[17:30:18] [Server thread/INFO]: Pasta_Shock lost connection: Disconnected
[17:30:18] [Server thread/INFO]: Pasta_Shock left the game
[17:30:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2793ms behind, skipping 55 tick(s)
